statpers,fpedats,curcode,meanest,medest,numest,stdev,highest,lowest,fpi
2014-10-16,2016-06-30,USD,2.61,2.51,19.0,0.49,4.24,1.93,2
2014-11-20,2016-06-30,USD,2.54,2.51,19.0,0.5,4.24,1.93,2
2014-11-20,2015-06-30,USD,2.33,2.23,19.0,0.49,3.94,1.75,1
2014-12-18,2015-06-30,USD,2.0,1.87,19.0,0.41,2.92,1.4,1
2014-12-18,2016-06-30,USD,2.13,1.93,19.0,0.67,4.24,1.29,2
2015-01-15,2015-06-30,USD,1.82,1.77,18.0,0.38,2.92,1.23,1
2015-01-15,2016-06-30,USD,1.88,1.73,19.0,0.67,4.24,0.89,2
2015-02-19,2015-06-30,USD,1.6,1.56,19.0,0.26,2.22,1.13,1
2015-02-19,2016-06-30,USD,1.56,1.54,20.0,0.36,2.27,0.76,2
2015-03-19,2016-06-30,USD,1.55,1.53,20.0,0.34,2.27,0.79,2
2015-03-19,2015-06-30,USD,1.63,1.59,20.0,0.24,2.22,1.27,1
2015-04-16,2015-06-30,USD,1.5,1.5,20.0,0.18,1.95,1.23,1
2015-04-16,2016-06-30,USD,1.3,1.3,20.0,0.36,1.9,0.63,2
2015-05-14,2015-06-30,USD,1.46,1.51,21.0,0.22,1.95,0.81,1
2015-05-14,2016-06-30,USD,1.16,1.09,19.0,0.32,1.9,0.74,2
2015-06-18,2015-06-30,USD,1.48,1.49,22.0,0.21,1.95,0.81,1
2015-06-18,2016-06-30,USD,1.1,1.02,20.0,0.33,1.9,0.62,2
2015-07-16,2015-06-30,USD,1.49,1.49,21.0,0.21,1.95,0.81,1
2015-07-16,2016-06-30,USD,1.03,0.96,19.0,0.32,1.9,0.5,2
2015-08-20,2015-06-30,USD,1.41,1.45,22.0,0.29,1.95,0.43,1
2015-08-20,2016-06-30,USD,0.95,0.88,20.0,0.32,1.9,0.43,2
2015-09-17,2017-06-30,USD,1.09,1.17,20.0,0.39,2.11,0.36,2
2015-09-17,2016-06-30,USD,0.74,0.72,20.0,0.28,1.55,0.29,1
2015-10-15,2016-06-30,USD,0.61,0.65,20.0,0.18,0.86,0.24,1
2015-10-15,2017-06-30,USD,0.92,0.92,20.0,0.33,1.72,0.34,2
2015-11-19,2016-06-30,USD,0.61,0.64,20.0,0.19,0.86,0.22,1
2015-11-19,2017-06-30,USD,0.91,0.89,20.0,0.33,1.72,0.33,2
2015-12-17,2017-06-30,USD,0.82,0.82,20.0,0.34,1.72,0.25,2
2015-12-17,2016-06-30,USD,0.53,0.58,19.0,0.17,0.85,0.18,1
2016-01-14,2016-06-30,USD,0.42,0.38,18.0,0.2,0.81,0.15,1
2016-01-14,2017-06-30,USD,0.67,0.55,19.0,0.41,1.72,0.21,2
2016-02-18,2016-06-30,USD,0.22,0.22,17.0,0.3,0.87,-0.65,1
2016-02-18,2017-06-30,USD,0.52,0.4,17.0,0.42,1.83,0.08,2
2016-03-17,2017-06-30,USD,0.51,0.44,18.0,0.33,1.47,0.07,2
2016-03-17,2016-06-30,USD,0.13,0.15,18.0,0.35,0.88,-0.96,1
2016-04-14,2016-06-30,USD,0.15,0.15,19.0,0.34,0.89,-0.96,1
2016-04-14,2017-06-30,USD,0.48,0.43,18.0,0.32,1.35,0.09,2
2016-05-19,2017-06-30,USD,0.4,0.43,18.0,0.18,0.63,0.05,2
2016-05-19,2016-06-30,USD,0.12,0.17,18.0,0.28,0.35,-0.96,1
2016-06-16,2016-06-30,USD,0.18,0.19,17.0,0.08,0.35,0.05,1
2016-06-16,2017-06-30,USD,0.4,0.46,17.0,0.18,0.62,0.05,2
2016-07-14,2017-06-30,USD,0.45,0.47,17.0,0.15,0.67,0.14,2
2016-07-14,2016-06-30,USD,0.21,0.2,17.0,0.08,0.35,0.09,1
2016-08-18,2017-06-30,USD,0.47,0.48,18.0,0.16,0.69,0.16,1
2016-08-18,2018-06-30,USD,0.66,0.66,18.0,0.22,1.05,0.18,2
2016-09-15,2018-06-30,USD,0.7,0.68,19.0,0.2,1.05,0.24,2
2016-09-15,2017-06-30,USD,0.54,0.58,19.0,0.16,0.86,0.31,1
2016-10-20,2018-06-30,USD,0.76,0.72,18.0,0.22,1.2,0.44,2
2016-10-20,2017-06-30,USD,0.74,0.74,18.0,0.2,1.17,0.32,1
2016-11-17,2017-06-30,USD,0.82,0.85,18.0,0.22,1.17,0.32,1
2016-11-17,2018-06-30,USD,0.77,0.74,19.0,0.21,1.2,0.41,2
2016-12-15,2018-06-30,USD,0.99,0.92,19.0,0.35,1.5,0.41,2
2016-12-15,2017-06-30,USD,1.11,1.15,18.0,0.43,1.7,0.32,1
2017-01-19,2017-06-30,USD,1.23,1.31,18.0,0.41,1.7,0.32,1
2017-01-19,2018-06-30,USD,1.09,1.09,19.0,0.36,1.51,0.41,2
2017-02-16,2017-06-30,USD,1.4,1.44,19.0,0.27,1.76,0.54,1
2017-02-16,2018-06-30,USD,1.17,1.15,20.0,0.29,1.5,0.42,2
2017-03-16,2017-06-30,USD,1.45,1.44,19.0,0.28,1.94,0.54,1
2017-03-16,2018-06-30,USD,1.25,1.26,20.0,0.32,1.82,0.56,2
2017-04-20,2018-06-30,USD,1.32,1.36,19.0,0.33,1.82,0.54,2
2017-04-20,2017-06-30,USD,1.53,1.47,18.0,0.16,1.94,1.37,1
2017-05-18,2017-06-30,USD,1.45,1.41,18.0,0.11,1.64,1.31,1
2017-05-18,2018-06-30,USD,1.3,1.34,19.0,0.3,1.71,0.52,2
2017-06-15,2017-06-30,USD,1.46,1.42,19.0,0.12,1.64,1.27,1
2017-06-15,2018-06-30,USD,1.33,1.33,20.0,0.32,1.93,0.52,2
2017-07-20,2017-06-30,USD,1.36,1.35,20.0,0.09,1.61,1.25,1
2017-07-20,2018-06-30,USD,1.2,1.23,20.0,0.33,1.84,0.58,2
2017-08-17,2018-06-30,USD,1.21,1.24,20.0,0.31,1.84,0.58,2
2017-08-17,2017-06-30,USD,1.37,1.35,20.0,0.08,1.6,1.27,1
2017-09-14,2019-06-30,USD,1.17,1.15,19.0,0.29,1.8,0.56,2
2017-09-14,2018-06-30,USD,1.26,1.27,20.0,0.25,1.84,0.8,1
2017-10-19,2019-06-30,USD,1.2,1.2,20.0,0.31,1.81,0.58,2
2017-10-19,2018-06-30,USD,1.39,1.43,20.0,0.21,1.79,0.97,1
2017-11-16,2018-06-30,USD,1.41,1.4,19.0,0.22,1.79,0.97,1
2017-11-16,2019-06-30,USD,1.22,1.24,19.0,0.31,1.81,0.58,2
2017-12-14,2019-06-30,USD,1.29,1.31,19.0,0.32,1.81,0.59,2
2017-12-14,2018-06-30,USD,1.48,1.51,19.0,0.25,1.88,0.97,1
2018-01-18,2018-06-30,USD,1.64,1.69,19.0,0.26,2.02,0.97,1
2018-01-18,2019-06-30,USD,1.33,1.47,19.0,0.37,1.83,0.7,2
2018-02-15,2019-06-30,USD,1.48,1.58,19.0,0.36,2.15,0.7,2
2018-02-15,2018-06-30,USD,1.76,1.74,19.0,0.21,2.29,1.48,1
2018-03-15,2018-06-30,USD,1.68,1.69,19.0,0.15,2.08,1.48,1
2018-03-15,2019-06-30,USD,1.48,1.52,19.0,0.37,2.17,0.7,2
2018-04-19,2019-06-30,USD,1.51,1.62,19.0,0.35,1.97,0.7,2
2018-04-19,2018-06-30,USD,1.66,1.72,19.0,0.18,1.9,1.2,1
2018-05-17,2018-06-30,USD,1.67,1.74,15.0,0.2,1.9,1.12,1
2018-05-17,2019-06-30,USD,1.52,1.62,19.0,0.34,1.97,0.7,2
2018-06-14,2019-06-30,USD,1.54,1.63,19.0,0.36,1.98,0.7,2
2018-06-14,2018-06-30,USD,1.66,1.74,15.0,0.2,1.86,1.12,1
2018-07-19,2019-06-30,USD,1.62,1.69,19.0,0.29,2.17,0.98,2
2018-07-19,2018-06-30,USD,1.64,1.71,17.0,0.32,1.9,0.47,1
2018-08-16,2018-06-30,USD,1.73,1.72,17.0,0.11,2.04,1.55,1
2018-08-16,2019-06-30,USD,1.66,1.71,17.0,0.28,1.97,0.98,2
2018-09-20,2020-06-30,USD,1.64,1.64,18.0,0.32,2.2,0.87,2
2018-09-20,2019-06-30,USD,1.69,1.7,18.0,0.21,2.06,1.25,1
2018-10-18,2019-06-30,USD,1.77,1.76,18.0,0.22,2.05,1.25,1
2018-10-18,2020-06-30,USD,1.71,1.72,18.0,0.31,2.28,0.87,2
2018-11-15,2020-06-30,USD,1.7,1.69,19.0,0.31,2.27,0.89,2
2018-11-15,2019-06-30,USD,1.76,1.72,19.0,0.22,2.07,1.41,1
2018-12-20,2019-06-30,USD,1.78,1.85,19.0,0.21,2.04,1.41,1
2018-12-20,2020-06-30,USD,1.7,1.71,19.0,0.29,2.18,0.88,2
2019-01-17,2020-06-30,USD,1.66,1.71,18.0,0.3,2.18,0.88,2
2019-01-17,2019-06-30,USD,1.79,1.85,18.0,0.21,2.04,1.41,1
2019-02-14,2019-06-30,USD,1.8,1.87,18.0,0.21,2.22,1.41,1
2019-02-14,2020-06-30,USD,1.76,1.8,18.0,0.28,2.32,1.11,2
2019-03-14,2019-06-30,USD,1.82,1.83,18.0,0.22,2.26,1.41,1
2019-03-14,2020-06-30,USD,1.8,1.83,18.0,0.31,2.38,1.11,2
2019-04-18,2020-06-30,USD,2.02,2.01,17.0,0.37,2.67,1.39,2
2019-04-18,2019-06-30,USD,1.9,1.92,17.0,0.23,2.32,1.41,1
2019-05-16,2020-06-30,USD,2.07,2.04,18.0,0.37,2.68,1.39,2
2019-05-16,2019-06-30,USD,1.91,1.92,17.0,0.17,2.32,1.64,1
2019-06-20,2019-06-30,USD,1.94,1.92,17.0,0.15,2.32,1.72,1
2019-06-20,2020-06-30,USD,2.28,2.3,17.0,0.29,2.9,1.87,2
2019-07-18,2020-06-30,USD,2.41,2.38,15.0,0.32,2.91,1.87,2
2019-07-18,2019-06-30,USD,1.95,1.97,15.0,0.17,2.32,1.68,1
2019-08-15,2019-06-30,USD,1.89,1.88,15.0,0.12,2.18,1.68,1
2019-08-15,2020-06-30,USD,2.33,2.35,15.0,0.25,2.62,1.88,2
2019-09-19,2021-06-30,USD,1.85,1.92,16.0,0.3,2.3,1.16,2
2019-09-19,2020-06-30,USD,2.17,2.28,16.0,0.32,2.48,1.24,1
2019-10-17,2020-06-30,USD,2.06,2.14,16.0,0.28,2.33,1.24,1
2019-10-17,2021-06-30,USD,1.8,1.81,16.0,0.3,2.21,1.16,2
2019-11-14,2021-06-30,USD,1.8,1.8,17.0,0.3,2.21,1.16,2
2019-11-14,2020-06-30,USD,2.01,2.04,17.0,0.26,2.3,1.24,1
2019-12-19,2020-06-30,USD,2.06,2.05,17.0,0.19,2.47,1.73,1
2019-12-19,2021-06-30,USD,1.86,1.87,17.0,0.27,2.21,1.35,2
2020-01-16,2021-06-30,USD,1.87,1.95,17.0,0.28,2.26,1.35,2
2020-01-16,2020-06-30,USD,2.07,2.05,17.0,0.21,2.47,1.73,1
2020-02-20,2020-06-30,USD,1.99,2.01,17.0,0.11,2.14,1.76,1
2020-02-20,2021-06-30,USD,1.9,1.84,17.0,0.19,2.21,1.59,2
2020-03-19,2021-06-30,USD,1.8,1.79,17.0,0.26,2.21,1.37,2
2020-03-19,2020-06-30,USD,1.93,1.97,17.0,0.14,2.14,1.66,1
2020-04-16,2020-06-30,USD,1.87,1.91,16.0,0.16,2.14,1.54,1
2020-04-16,2021-06-30,USD,1.72,1.64,16.0,0.3,2.4,1.42,2
2020-05-14,2020-06-30,USD,1.8,1.78,16.0,0.14,2.14,1.54,1
2020-05-14,2021-06-30,USD,1.6,1.57,16.0,0.31,2.33,1.08,2
2020-06-18,2021-06-30,USD,1.61,1.61,15.0,0.29,2.33,1.08,2
2020-06-18,2020-06-30,USD,1.83,1.83,15.0,0.11,1.99,1.54,1
2020-07-16,2021-06-30,USD,1.7,1.7,16.0,0.28,2.23,1.08,2
2020-07-16,2020-06-30,USD,1.88,1.88,16.0,0.11,2.08,1.64,1
2020-08-20,2021-06-30,USD,1.8,1.78,16.0,0.25,2.23,1.43,1
2020-08-20,2022-06-30,USD,1.73,1.74,15.0,0.23,2.17,1.27,2
2020-09-17,2022-06-30,USD,1.79,1.85,16.0,0.29,2.33,1.27,2
2020-09-17,2021-06-30,USD,1.92,1.86,16.0,0.32,2.44,1.43,1
2020-10-15,2022-06-30,USD,1.91,1.91,16.0,0.32,2.56,1.49,2
2020-10-15,2021-06-30,USD,2.1,2.06,16.0,0.34,2.62,1.46,1
2020-11-19,2021-06-30,USD,2.21,2.28,14.0,0.25,2.62,1.75,1
2020-11-19,2022-06-30,USD,1.97,1.94,15.0,0.32,2.46,1.52,2
2020-12-17,2022-06-30,USD,2.37,2.34,14.0,0.47,2.99,1.58,2
2020-12-17,2021-06-30,USD,2.58,2.65,13.0,0.34,2.99,2.0,1
2021-01-14,2021-06-30,USD,2.68,2.65,13.0,0.41,3.53,2.0,1
2021-01-14,2022-06-30,USD,2.45,2.39,14.0,0.52,3.24,1.58,2
2021-02-18,2021-06-30,USD,2.87,2.9,15.0,0.29,3.32,2.32,1
2021-02-18,2022-06-30,USD,2.73,2.7,15.0,0.46,3.63,2.04,2
2021-03-18,2021-06-30,USD,2.91,2.91,16.0,0.33,3.47,2.32,1
2021-03-18,2022-06-30,USD,2.85,2.83,16.0,0.58,4.07,2.04,2
2021-04-15,2022-06-30,USD,3.1,3.04,16.0,0.54,4.07,2.05,2
2021-04-15,2021-06-30,USD,3.09,3.17,16.0,0.31,3.55,2.55,1
2021-05-20,2021-06-30,USD,3.22,3.2,15.0,0.29,3.66,2.56,1
2021-05-20,2022-06-30,USD,3.42,3.24,15.0,0.89,5.55,2.05,2
2021-06-17,2021-06-30,USD,3.28,3.24,16.0,0.33,3.86,2.56,1
2021-06-17,2022-06-30,USD,3.51,3.41,16.0,0.87,5.59,2.05,2
2021-07-15,2021-06-30,USD,3.46,3.53,16.0,0.37,3.96,2.56,1
2021-07-15,2022-06-30,USD,4.05,4.01,16.0,0.98,6.33,2.05,2
2021-08-19,2023-06-30,USD,3.19,3.11,17.0,0.84,5.02,2.05,2
2021-08-19,2022-06-30,USD,4.27,4.23,16.0,0.87,5.73,2.54,1
2021-09-16,2022-06-30,USD,4.25,4.0,15.0,0.8,5.73,3.25,1
2021-09-16,2023-06-30,USD,3.16,2.96,16.0,0.89,5.02,2.05,2
2021-10-14,2023-06-30,USD,2.9,3.13,15.0,0.63,3.97,1.77,2
2021-10-14,2022-06-30,USD,3.81,3.8,15.0,0.68,5.49,2.76,1
2021-11-18,2022-06-30,USD,3.74,3.85,16.0,0.55,4.75,2.74,1
2021-11-18,2023-06-30,USD,2.9,2.93,16.0,0.62,4.05,1.78,2
2021-12-16,2023-06-30,USD,2.85,2.96,16.0,0.63,4.05,1.78,2
2021-12-16,2022-06-30,USD,3.67,3.8,16.0,0.55,4.75,2.66,1
2022-01-20,2023-06-30,USD,2.95,3.07,17.0,0.62,4.05,1.84,2
2022-01-20,2022-06-30,USD,3.75,3.76,17.0,0.52,4.75,2.65,1
2022-02-17,2022-06-30,USD,3.82,3.88,17.0,0.38,4.34,3.04,1
2022-02-17,2023-06-30,USD,2.99,2.86,17.0,0.58,4.07,2.18,2
2022-03-17,2023-06-30,USD,3.12,2.88,19.0,0.62,4.32,2.18,2
2022-03-17,2022-06-30,USD,4.03,3.99,19.0,0.44,4.92,3.34,1
2022-04-14,2023-06-30,USD,3.68,3.66,17.0,1.02,5.83,2.2,2
2022-04-14,2022-06-30,USD,4.34,4.41,17.0,0.45,4.92,3.54,1
2022-05-19,2023-06-30,USD,3.88,4.11,17.0,0.98,5.82,2.18,2
2022-05-19,2022-06-30,USD,4.42,4.5,18.0,0.38,4.82,3.54,1
2022-06-16,2023-06-30,USD,3.83,3.77,18.0,0.7,4.66,2.22,2
2022-06-16,2022-06-30,USD,4.36,4.49,19.0,0.38,4.89,3.54,1
2022-07-14,2022-06-30,USD,4.28,4.39,18.0,0.39,4.83,3.47,1
2022-07-14,2023-06-30,USD,3.46,3.55,18.0,0.75,4.53,2.22,2
2022-08-18,2024-06-30,USD,2.65,2.7,18.0,0.46,3.63,1.66,2
2022-08-18,2023-06-30,USD,3.32,3.37,18.0,0.73,4.82,2.08,1
2022-09-15,2023-06-30,USD,3.16,3.09,18.0,0.67,4.82,2.08,1
2022-09-15,2024-06-30,USD,2.64,2.67,18.0,0.47,3.63,1.66,2
2022-10-20,2024-06-30,USD,2.56,2.49,17.0,0.46,3.53,1.62,2
2022-10-20,2023-06-30,USD,2.86,2.92,17.0,0.51,3.72,2.16,1
2022-11-17,2024-06-30,USD,2.57,2.55,17.0,0.45,3.53,1.62,2
2022-11-17,2023-06-30,USD,2.85,2.99,17.0,0.49,3.72,2.16,1
2022-12-15,2024-06-30,USD,2.75,2.62,17.0,0.52,3.87,1.8,2
2022-12-15,2023-06-30,USD,2.99,2.99,17.0,0.44,3.72,2.22,1
2023-01-19,2023-06-30,USD,3.05,3.08,17.0,0.35,3.72,2.46,1
2023-01-19,2024-06-30,USD,2.9,2.87,17.0,0.44,3.75,1.88,2
2023-02-16,2023-06-30,USD,3.04,3.09,18.0,0.26,3.52,2.56,1
2023-02-16,2024-06-30,USD,2.94,2.9,17.0,0.47,3.75,1.88,2
2023-03-16,2023-06-30,USD,2.97,3.0,18.0,0.21,3.31,2.56,1
2023-03-16,2024-06-30,USD,2.9,3.0,18.0,0.45,3.72,1.88,2
2023-04-20,2023-06-30,USD,3.02,3.04,18.0,0.22,3.44,2.63,1
2023-04-20,2024-06-30,USD,2.91,2.88,18.0,0.56,4.58,1.79,2
2023-05-18,2024-06-30,USD,2.87,2.95,19.0,0.49,4.26,1.74,2
2023-05-18,2023-06-30,USD,2.97,2.96,19.0,0.2,3.32,2.63,1
2023-06-15,2023-06-30,USD,2.93,2.88,18.0,0.19,3.32,2.6,1
2023-06-15,2024-06-30,USD,2.77,2.75,18.0,0.52,4.26,1.8,2
2023-07-20,2023-06-30,USD,2.76,2.74,18.0,0.14,3.1,2.54,1
2023-07-20,2024-06-30,USD,2.63,2.63,18.0,0.32,3.31,2.12,2
2023-08-17,2024-06-30,USD,2.53,2.47,22.0,0.29,3.07,1.92,2
2023-08-17,2023-06-30,USD,2.72,2.69,22.0,0.15,3.12,2.48,1
2023-09-14,2025-06-30,USD,2.43,2.55,21.0,0.38,3.16,1.64,2
2023-09-14,2024-06-30,USD,2.46,2.39,21.0,0.37,3.02,1.63,1
2023-10-19,2025-06-30,USD,2.55,2.56,19.0,0.4,3.25,1.74,2
2023-10-19,2024-06-30,USD,2.65,2.57,19.0,0.33,3.49,1.98,1
2023-11-16,2024-06-30,USD,2.66,2.67,19.0,0.33,3.49,1.96,1
2023-11-16,2025-06-30,USD,2.55,2.56,19.0,0.39,3.23,1.72,2
2023-12-14,2025-06-30,USD,2.63,2.58,19.0,0.39,3.28,1.72,2
2023-12-14,2024-06-30,USD,2.81,2.88,19.0,0.37,3.49,1.96,1
2024-01-18,2024-06-30,USD,2.81,2.77,19.0,0.26,3.31,2.27,1
2024-01-18,2025-06-30,USD,2.69,2.61,19.0,0.34,3.49,2.06,2
2024-02-15,2025-06-30,USD,2.68,2.62,19.0,0.34,3.49,2.06,2
2024-02-15,2024-06-30,USD,2.83,2.79,19.0,0.3,3.47,2.32,1
2024-03-14,2024-06-30,USD,2.86,2.82,21.0,0.25,3.34,2.38,1
2024-03-14,2025-06-30,USD,2.67,2.61,21.0,0.3,3.34,2.28,2
2024-04-18,2024-06-30,USD,2.7,2.69,21.0,0.15,3.04,2.47,1
2024-04-18,2025-06-30,USD,2.66,2.66,21.0,0.31,3.35,2.25,2
2024-05-16,2024-06-30,USD,2.69,2.67,17.0,0.18,3.04,2.47,1
2024-05-16,2025-06-30,USD,2.61,2.54,17.0,0.3,3.35,2.25,2
2024-06-20,2025-06-30,USD,2.67,2.56,20.0,0.32,3.35,2.28,2
2024-06-20,2024-06-30,USD,2.7,2.66,21.0,0.2,3.23,2.48,1
2024-07-18,2025-06-30,USD,2.63,2.55,21.0,0.27,3.31,2.19,2
2024-07-18,2024-06-30,USD,2.74,2.73,21.0,0.17,3.07,2.51,1
2024-08-15,2024-06-30,USD,2.75,2.73,21.0,0.15,3.07,2.54,1
2024-08-15,2025-06-30,USD,2.6,2.56,21.0,0.27,3.31,2.04,2
2024-09-19,2025-06-30,USD,2.43,2.37,20.0,0.26,2.91,1.97,1
2024-09-19,2026-06-30,USD,2.34,2.36,20.0,0.29,2.85,1.53,2
2024-10-17,2026-06-30,USD,2.29,2.29,20.0,0.31,3.02,1.53,2
2024-10-17,2025-06-30,USD,2.31,2.25,20.0,0.25,2.91,1.94,1
2024-11-14,2026-06-30,USD,2.27,2.23,20.0,0.33,3.02,1.46,2
2024-11-14,2025-06-30,USD,2.29,2.23,20.0,0.25,2.91,1.94,1
2024-12-19,2026-06-30,USD,2.25,2.23,20.0,0.33,3.02,1.46,2
2024-12-19,2025-06-30,USD,2.31,2.23,20.0,0.27,2.91,1.92,1
2025-01-16,2026-06-30,USD,2.21,2.25,20.0,0.29,2.76,1.46,2
2025-01-16,2025-06-30,USD,2.27,2.19,20.0,0.23,2.7,1.9,1
2025-02-20,2025-06-30,USD,2.1,2.09,20.0,0.14,2.33,1.87,1
2025-02-20,2026-06-30,USD,2.15,2.19,20.0,0.28,2.76,1.38,2
2025-03-20,2025-06-30,USD,2.1,2.09,20.0,0.13,2.29,1.87,1
2025-03-20,2026-06-30,USD,2.15,2.2,20.0,0.27,2.78,1.38,2
2025-04-17,2025-06-30,USD,2.13,2.05,20.0,0.25,3.07,1.92,1
2025-04-17,2026-06-30,USD,2.05,2.09,20.0,0.24,2.35,1.52,2
2025-05-15,2026-06-30,USD,2.04,2.09,20.0,0.24,2.35,1.52,2
2025-05-15,2025-06-30,USD,2.13,2.07,20.0,0.25,3.07,1.88,1
2025-06-19,2026-06-30,USD,2.03,2.1,20.0,0.24,2.35,1.51,2
2025-06-19,2025-06-30,USD,2.16,2.09,20.0,0.29,3.07,1.88,1
2025-07-17,2025-06-30,USD,2.09,2.04,20.0,0.26,3.08,1.87,1
2025-07-17,2026-06-30,USD,2.03,2.0,20.0,0.24,2.72,1.61,2
2025-08-14,2025-06-30,USD,2.09,2.02,20.0,0.28,3.2,1.87,1
2025-08-14,2026-06-30,USD,2.03,2.01,20.0,0.3,2.76,1.53,2
2025-09-18,2026-06-30,USD,1.96,1.96,20.0,0.26,2.69,1.53,1
2025-09-18,2027-06-30,USD,1.83,1.85,20.0,0.3,2.35,1.06,2
2025-10-16,2027-06-30,USD,1.93,1.98,20.0,0.35,2.49,1.11,2
2025-10-16,2026-06-30,USD,2.1,2.09,20.0,0.29,2.69,1.69,1
2025-11-20,2027-06-30,USD,1.98,1.99,20.0,0.33,2.49,1.11,2
2025-11-20,2026-06-30,USD,2.15,2.15,20.0,0.29,2.94,1.69,1
2025-12-18,2027-06-30,USD,2.03,2.02,20.0,0.36,2.5,1.11,2
2025-12-18,2026-06-30,USD,2.19,2.2,20.0,0.3,2.98,1.69,1
2026-01-15,2026-06-30,USD,2.26,2.29,20.0,0.31,3.22,1.74,1
2026-01-15,2027-06-30,USD,2.13,2.06,20.0,0.33,2.83,1.46,2
2026-02-19,2026-06-30,USD,2.48,2.46,21.0,0.29,2.91,1.86,1
2026-02-19,2027-06-30,USD,2.36,2.39,21.0,0.39,2.86,1.46,2
