announcedate,keydeveventtypeid,headline
2009-05-26,62,"BHP Billiton plc, Annual General Meeting, Oct 29, 2009"
2009-05-29,22,Reliance Power May Form Coal Mining Joint Venture with BHP Billiton
2009-06-04,65,BHP May Launch Complete Takeover Bid For Rio Tinto
2009-06-05,22,Rio Tinto plc Drops Aluminum Corporation Of China Limited for BHP Billiton Ltd. Joint Venture
2009-06-05,22,Rio Tinto Ltd. and BHP Billiton Ltd. Announce WA iron ore Joint Venture
2009-06-09,1,Rio Tinto May Not Sell Stake In Escondida
2009-06-09,22,"BHP Billiton Ltd., Asiaticus Nearing Deal to Push Through with Nickel Project"
2009-06-17,21,BHP Billiton plc to Cut 15% of Jobs at its Hotazel Mine
2009-06-17,1,"Rio, BHP May Be Forced To Sell Assets"
2009-06-18,16,BHP Billiton Ltd. Appoints Wayne Murdy as Non-Executive Director
2009-06-22,16,BHP Billiton plc Appoints Wayne Murdy as Non-Executive Director
2009-06-22,25,BHP Billiton Ltd. and Asiaticus Management Corp. Agree to Withdraw Court Cases Against Each Other
2009-06-23,65,BHP Billiton Receives Interests For Stake In Maruwai
2009-06-25,65,BHP Reportedly Mulls Sale Of Ravensthorpe Nickel Mine
2009-06-26,65,"Xstrata, Gladstone Pacific Nickel Reportedly Eye BHP’s Yabulu"
2009-06-26,65,Four Indonesian Firms Show Interest In BHP's Haju Mine
2009-06-27,65,Forrest Reportedly Eyes Ravensthorpe Nickel Operation
2009-06-30,1,BHP Billiton Not Selling Australian Nickel Assets Anytime Soon
2009-07-01,65,Palmer Reportedly In Talks To Acquire Yabulu Nickel Refinery
2009-07-02,65,Bumi Eyes BHP’s Kalimantan Coal Mining
2009-07-02,16,BHP Billiton Appoints Wayne Murdy as Non-Executive
2009-07-03,80,Clive Palmer signed an agreement to acquire Yabulu nickel refinery from BHP Billiton Ltd. (ASX: BHP).
2009-07-03,65,Palmer Eyes BHP's Ravensthorpe And Leinster Mines
2009-07-03,80,Clive Palmer signed an agreement to acquire Yabulu nickel refinery from BHP Billiton Ltd. (ASX: BHP).
2009-07-03,80,Clive Palmer signed an agreement to acquire Yabulu nickel refinery from BHP Billiton Ltd. (ASX: BHP).
2009-07-03,80,Clive Palmer signed an agreement to acquire Yabulu nickel refinery from BHP Billiton Ltd. (ASX: BHP).
2009-07-03,80,Clive Palmer signed an agreement to acquire Yabulu nickel refinery from BHP Billiton Ltd. (ASX: BHP).
2009-07-03,80,Clive Palmer signed an agreement to acquire Yabulu nickel refinery from BHP Billiton Ltd. (ASX: BHP).
2009-07-09,31,BHP Billiton Ltd. Reports First Production from the Expansion of its Alumar Alumina Refinery in Brazil
2009-07-10,65,BHP Billiton Rumored To Be Eyeing Mosaic
2009-07-13,1,BHP Billiton To Sell Ravensthorpe Nickel Operations
2009-07-16,31,BHP Billiton Opens New Metallurgical Coal World Head Office in Brisbane
2009-07-17,93,BHP Billiton Ltd. has filed a Shelf Registration in the amount of $135.20 million.
2009-07-20,16,BHP Billiton Ltd. Announces Management Changes
2009-07-23,28,"BHP Billiton Ltd. Reports Production Results for the Fourth Quarter Ended June 30, 2009"
2009-07-24,56,Bhp Ltd. will Change its Name to BHP Billiton Ltd
2009-07-24,31,BHP Billiton Ltd. to Expand Mt Arthur Coal Mine in Australia on Rising Prices
2009-07-28,22,PNOC-Exploration Corp. May Form Joint Venture with BHP Billiton Ltd
2009-07-31,81,Clive Palmer completed the acquisition of Yabulu nickel refinery from BHP Billiton Ltd. (ASX: BHP).
2009-07-31,81,Clive Palmer completed the acquisition of Yabulu nickel refinery from BHP Billiton Ltd. (ASX: BHP).
2009-07-31,81,Clive Palmer completed the acquisition of Yabulu nickel refinery from BHP Billiton Ltd. (ASX: BHP).
2009-07-31,81,Clive Palmer completed the acquisition of Yabulu nickel refinery from BHP Billiton Ltd. (ASX: BHP).
2009-08-04,16,BHP Billiton plc Announces Management Changes
2009-08-05,41,Blackthorn Resources Limited and BHP Billiton Ltd. Announces Progress at Mumbwa JV Project
2009-08-08,1,BHP To Sell All Assets In Indonesia
2009-08-10,81,ESCOM Mining acquired an unknown stake in 14 Diamond Exploration Areas from BHP Billiton plc (LSE: BLT).
2009-08-10,81,ESCOM Mining acquired an unknown stake in 14 Diamond Exploration Areas from BHP Group (ASX:BHP).
2009-08-12,22,BHP Billiton plc to Form Joint Venture with Rio Tinto plc
2009-08-12,21,"BHP Billiton Ltd. to Cut 6,000 Jobs"
2009-08-13,3,BHP Billiton Eyeing Acquisitions
2009-08-14,65,BHP Billiton Reportedly Receives Interest For Ravensthorpe Operation
2009-08-14,23,Mincor Resources NL Extends Agreements with BHP Billiton Ltd
2009-08-14,65,Bayan Resources Eyes BHP Billiton’s Mining Assets
2009-08-15,65,BHP Billiton Reportedly Hires Merrill Lynch To Sell Ravensthorpe Mine
2009-08-25,65,Aneka Tambang Interested In BHP’s Mining Working Area
2009-08-25,21,BHP Billiton Ltd. Plans to Cut 70 Jobs
2009-08-28,65,Bukit Asam And Others Interested In BHP’s Local Assets
2009-09-03,44,Spence Workers Reject BHP Billiton Ltd.'s Latest Pay Offer
2009-09-03,31,BHP Billiton Ltd. Joins Exxon Mobil Corp. in Sulu Sea Oil and Gas Project
2009-09-10,23,BHP Billiton Ltd. Signs Eight-Year Iron Ore Supply Deal with Hyundai Steel
2009-09-12,3,BHP’s Petroleum Division Eyeing Acquisitions
2009-09-15,65,"BHP, Rio Looking At Merging Canadian Diamond Operations"
2009-09-16,1,BHP Mulls Joint Venture For Maruwai Coal Mine; To Keep Controlling Stake
2009-09-16,1,BHP Mulls Joint Venture For Maruwai Coal Mine; To Keep Controlling Stake
2009-09-18,3,BHP Billiton Eyeing Acquisitions Possibly Of Large Rivals
2009-09-21,28,"BHP Billiton Ltd. Reports Earnings Results for the Year Ended June 30, 2009"
2009-09-24,28,"BHP Billiton Ltd. Reports Earnings Results for the Year Ended June 30, 2009"
2009-09-24,50,BHP Billiton Ltd. - Shareholder/Analyst Call
2009-09-25,55,"BHP Billiton Ltd. to Report First Half, 2010 Results on February 10, 2010"
2009-09-28,65,Churchill Mining Receives Approaches
2009-09-28,65,Churchill Mining Receives Approaches
2009-09-30,44,Strike Likely at BHP Billiton Ltd.'s Spence Mine
2009-09-30,65,Tavan Tolgoi Attracts Multiple Suitors
2009-09-30,65,Tavan Tolgoi Attracts Multiple Suitors
2009-10-01,82,PT Indika Energy (JKSE: INDY) cancelled the acquisition of PT BHP Kendilo Coal Indonesia from BHP Billiton Ltd and Mistui & Company (Australia) Ltd.
2009-10-07,65,Bukit Asam Eyeing BHP Mining Site
2009-10-07,44,BHP Billiton To Start Negotiations with Unions at Minera Escondida
2009-10-07,65,Jinchuan Reportedly Hires Advisors For Ravensthorpe Bid
2009-10-08,21,"BHP Billiton Ltd. to Cut 6,000 Jobs"
2009-10-13,44,BHP Billiton Ltd. Announces Strike of Workers at its Spence Copper Mine in Chile's Northern Region Ii
2009-10-14,65,"Rio. BHP, Fortescue Reportedly Eyeing UMC’s Pilbara"
2009-10-15,22,BHP Billiton and Rio Tinto Sign Non-Binding Agreement to Establish Production Joint Venture
2009-10-20,65,BHP Speculated To Be Eyeing K+S
2009-10-20,140,"BHP Billiton Ltd. to Report Q1, 2010 Sales/Trading Statement Results on October 21, 2009"
2009-10-21,28,BHP Billiton Group Reports Production Results for the Third Quarter Ended September 2009
2009-10-21,28,BHP Billiton Ltd. Reports Production Results for the First Quarter Ended September 2009
2009-10-21,65,Foreign Buyers Reportedly Interested In BHP's Ravensthorpe Mine
2009-10-21,28,BHP Billiton Group Reports Production Results for the Third Quarter Ended September 2009
2009-10-22,1,BHP Hopes To Sell 25% Stake In Maruwai By Q1 2010
2009-10-23,65,Mongolia Shortlists 8 Potential Bidders For Coal Project
2009-10-23,65,Rajawali Eyes Buying BHP’s Coal Mine In Central Kalimantan
2009-10-27,44,BHP Billiton's Spence Workers on Strike Stage Peaceful Protest in Antofagasta
2009-10-28,44,BHP Billiton Offers to Start Contract Negotiations Early with Cerro Colorado Workers
2009-10-28,65,Indika Energy Submits Expression Of Interest For BHP Billiton’s Maruwai Coal Project; Seeks Other Acquisitions Too
2009-10-29,5,BHP Eyeing More JVs Like With Rio Tinto
2009-10-30,22,BHP Billiton Ltd. Signs Joint Venture with Rio Tinto Ltd
2009-10-30,41,Repsol Announces Two Oil Finds in Gulf of Mexico
2009-11-01,51,"BHP Billiton Ltd. Presents at Mines and Money London 2009, Dec-01-2009"
2009-11-02,65,"Minara, China Metallurgical Reportedly Eye BHP Billiton’s Ravensthorpe Nickel Mine"
2009-11-02,65,Minara Confirms Interest In Ravensthorpe
2009-11-06,149,"Terrapinn Limited, Corporate Finance World 2009, Nov-09-2009 through Nov-11-2009"
2009-11-06,149,"Terrapinn Limited, Corporate Finance World 2009, Nov 09, 2009 through Nov 11, 2009"
2009-11-06,51,"BHP Billiton Ltd. Presents at Corporate Finance World 2009, Nov-10-2009 09:00 AM"
2009-11-06,149,"Terrapinn Limited, Corporate Finance World 2009, Nov 09, 2009 through Nov 11, 2009"
2009-11-06,149,"Terrapinn Limited, Corporate Finance World 2009, Nov-09-2009 through Nov-11-2009"
2009-11-06,51,"BHP Billiton Ltd. Presents at Corporate Finance World 2009, Nov-10-2009 09:00 AM"
2009-11-06,51,"BHP Billiton Ltd. Presents at Corporate Finance World 2009, Nov-10-2009 09:00 AM"
2009-11-06,51,"BHP Billiton Ltd. Presents at Corporate Finance World 2009, Nov-10-2009 09:00 AM"
2009-11-09,44,"BHP Billiton Ltd.'s Spence Union Continues on Strike and Plans to Protest in Downtown Santiago on November 11, 2009"
2009-11-16,65,First Quantum Reportedly Eyes BHP Billiton’s Ravensthorpe Nickel Laterite Mine
2009-11-23,31,BHP Billiton plc Resumes Escondida Expansion Studies
2009-11-23,44,BHP Billiton Ltd.’s Spence Copper Mine to Return to Full Output in January After Union Strike
2009-11-24,65,BHP Reportedly Eyeing Woodside; Woodside Mum
2009-11-24,16,BHP Billiton plc Accepts the Resignation of Dr. David Morgan as Director
2009-11-24,44,BHP Reaches Agreement with Spence Copper Mine Workers
2009-11-25,65,Minara To Reportedly Submit A Joint Bid For Ravensthorpe
2009-11-25,65,Minara To Reportedly Submit A Joint Bid For Ravensthorpe
2009-11-26,232,BHP Billiton plc announces an Equity Buyback
2009-11-26,234,BHP Billiton plc's Equity Buyback has expired
2009-11-26,16,BHP Billiton plc and BHP Billiton Ltd. Approves the Election of Don Argus as Director
2009-11-26,22,BHP Billiton Ltd. Reiterates Iron Ore Production Joint Venture with Rio Tinto Ltd
2009-11-26,22,"BHP Billiton, PNOC Team Up for Filipino Exploration"
2009-11-30,149,"Aspermont UK, Mines and Money London 2009, Dec 01, 2009 through Dec 02, 2009"
2009-12-02,16,BHP Billiton Ltd. and BHP Billiton plc Elects Wayne Murdy as Director
2009-12-02,16,David A. L. Jenkins Ceases as Director of BHP Billiton Ltd. and BHP Billiton plc
2009-12-03,65,Woodside May Buy More Stake In Browse LNG Project
2009-12-03,65,Woodside May Buy More Stake In Browse LNG Project
2009-12-08,80,First Quantum Minerals Australia Pty Ltd. entered into a binding agreement to acquire Ravensthorpe Nickel Operations Pty Limited from BHP Billiton Ltd. (ASX: BHP) for $340 million.
2009-12-08,80,First Quantum Minerals Australia Pty Ltd. entered into a binding agreement to acquire Ravensthorpe Nickel Operations Pty Limited from BHP Billiton Ltd. (ASX: BHP) for $340 million.
2009-12-08,80,First Quantum Minerals Australia Pty Ltd. entered into a binding agreement to acquire Ravensthorpe Nickel Operations Pty Limited from BHP Billiton Ltd. (ASX: BHP) for $340 million.
2009-12-08,80,First Quantum Minerals Australia Pty Ltd. entered into a binding agreement to acquire Ravensthorpe Nickel Operations Pty Limited from BHP Billiton Ltd. (ASX: BHP) for $340 million.
2009-12-09,81,A consortium of investors completed the acquisition of 26% stake in Richards Bay Minerals (RBM) from Rio Tinto plc (LSE: RIO) and BHP Group (ASX:BHP).
2009-12-09,81,A consortium of investors completed the acquisition of 26% stake in Richards Bay Minerals (RBM) from Rio Tinto plc (LSE: RIO) and BHP Billiton plc (LSE: BLT).
2009-12-12,55,"BHP Billiton plc to Report First Half, 2010 Results on February 10, 2010"
2009-12-12,55,"BHP Group to Report First Half, 2010 Results on Feb 10, 2010"
2009-12-15,65,BHP Reportedly Approaches Government For Queensland Rail
2009-12-17,21,BHP Billiton Ltd. to Close Ravensthorpe Nickel Mine on the South Coast
2009-12-21,65,BHP To Divest Maruwai Coal Mine; Number of Companies Interested
2009-12-22,65,BHP Billiton Reportedly Planning To Sell Off Nickel Assets
2009-12-22,80,Asiaticus Management Corp. entered into the agreement to acquire 40% remaining stake in Hallmark Mining Corp. from BHP Billiton Ltd. (ASX: BHP).
2009-12-31,231,"Tranche Update on BHP Billiton plc (LSE:BLT)'s Equity Buyback Plan announced on November 26, 2009."
2009-12-31,81,Asiaticus Management Corp. completed the acquisition of 40% remaining stake in Hallmark Mining Corp. from BHP Billiton Ltd. (ASX: BHP).
2009-12-31,231,"Tranche Update on BHP Group (ASX:BHP)'s Equity Buyback Plan announced on November 26, 2009."
2010-01-04,149,"BMO Capital Markets Corp., BMO Capital Markets 2010 Global Metals & Mining Conference, Feb 28, 2010 through Mar 03, 2010"
2010-01-06,31,BHP Billiton Ltd. Approves Expansion of Capacity at the Antamina Copper and Zinc Mine in Northern Peru
2010-01-07,25,Court Upholds BHP Mining License
2010-01-14,55,"BHP Billiton Group to Report Fiscal Year 2010 Results on August 25, 2010"
2010-01-14,23,NRW Holdings Ltd. Wins Variation to an Existing Contract with BHP Billiton Ltd
2010-01-14,55,"BHP Group to Report Fiscal Year 2010 Results on Aug 25, 2010"
2010-01-18,31,BHP Billiton Ltd. Approves $267 Million Capital Expenditure for Two Australian Projects
2010-01-20,28,BHP Billiton Ltd. Reports Production Results for the First Half of Fiscal 2010
2010-01-20,28,"BHP Billiton plc Reports Production Results for the Half Year Ended Dec. 31, 2009"
2010-01-20,28,"BHP Billiton Ltd. Announces Production Results for the Second Quarter Ended December 31, 2009"
2010-01-25,25,"European Commission Launches Probe into Rio Tinto, BHP Mining Deal"
2010-01-27,65,BHP To Only Sell 25% Stake In Coal Project; Reportedly Selects Adaro Energy As Partner
2010-01-28,1,BHP Billiton Cancel Sale Of Coal Assets In Maruwai
2010-01-29,16,BHP Billiton Ltd. Announces Board Changes
2010-02-03,16,BHP Billiton plc Announces Cessation of Hon. E Gail De Planque as Director
2010-02-04,55,"BHP Billiton Ltd. to Report Fiscal Year 2010 Results on Aug 25, 2010"
2010-02-08,16,BHP Billiton Ltd. Announces Executive Changes
2010-02-09,48,"BHP Billiton plc, Q2 2010 Earnings Call, Feb-10-2010"
2010-02-09,48,"BHP Group, H1 2010 Earnings Call, Feb 10, 2010"
2010-02-10,81,First Quantum Minerals Australia Pty Ltd. completed the acquisition of Ravensthorpe Nickel Operations Pty Limited from BHP Billiton Ltd. (ASX: BHP).
2010-02-10,231,"Tranche Update on BHP Billiton plc (LSE:BLT)'s Equity Buyback Plan announced on November 26, 2009."
2010-02-10,231,"Tranche Update on BHP Group (ASX:BHP)'s Equity Buyback Plan announced on November 26, 2009."
2010-02-10,81,First Quantum Minerals Australia Pty Ltd. completed the acquisition of Ravensthorpe Nickel Operations Pty Limited from BHP Billiton Ltd. (ASX: BHP).
2010-02-10,81,First Quantum Minerals Australia Pty Ltd. completed the acquisition of Ravensthorpe Nickel Operations Pty Limited from BHP Billiton Ltd. (ASX: BHP).
2010-02-10,81,First Quantum Minerals Australia Pty Ltd. completed the acquisition of Ravensthorpe Nickel Operations Pty Limited from BHP Billiton Ltd. (ASX: BHP).
2010-02-10,3,BHP Billiton Looks For Acquisitions
2010-02-24,16,BHP Billiton Ltd. Announces Board Changes
2010-02-26,16,BHP Billiton Appoints Glenn Kellow as President of Stainless Steel Materials Division
2010-02-28,51,"BHP Group Presents at BMO Capital Markets 2010 Global Metals & Mining Conference, Feb-28-2010"
2010-02-28,51,"BHP Billiton plc Presents at BMO Capital Markets 2010 Global Metals & Mining Conference, Feb-28-2010"
2010-02-28,51,"BHP Group Presents at BMO Capital Markets 2010 Global Metals & Mining Conference, Feb-28-2010"
2010-02-28,51,"BHP Group Presents at BMO Capital Markets 2010 Global Metals & Mining Conference, Feb-28-2010"
2010-02-28,51,"BHP Billiton plc Presents at BMO Capital Markets 2010 Global Metals & Mining Conference, Feb-28-2010"
2010-02-28,51,"BHP Group Presents at BMO Capital Markets 2010 Global Metals & Mining Conference, Feb-28-2010"
2010-03-01,41,"First Oil Production Commences Schedule from BHP Billiton Ltd. Operated Pyrenees Project, Offshore Western Australia"
2010-03-04,25,The Supreme Court in Sydney to Rule on an Appeal by Two Liverpool Plains Farming Families Against BHP Billiton Ltd
2010-03-10,65,Buyers Circling Queensland Rail
2010-03-12,65,Buyers Reportedly Circling Statoil’s Peregrino Stake
2010-03-16,51,"BHP Billiton plc Presents at 2nd Euro Nickel Conference 2010, Mar-18-2010"
2010-03-16,51,"BHP Group Presents at 2nd Euro Nickel Conference 2010, Mar-18-2010"
2010-03-16,149,"Informa Australia Pty Ltd., 2nd Euro Nickel Conference 2010, Mar 18, 2010 through Mar 19, 2010"
2010-03-16,149,"Informa Australia Pty Ltd., 2nd Euro Nickel Conference 2010, Mar-18-2010 through Mar-19-2010"
2010-03-19,21,BHP Billiton Plans to Close a Plant for Fortnight
2010-03-22,23,"Formosa Plastics Group Secures Iron Ore from Miners BHP Billiton, Rio Tinto and Vale"
2010-03-31,22,"BHP, Adaro Energy Announces Joint Venture Deal for Coal Project"
2010-03-31,25,Australian Workers Union Considers Legal Action against BHP Billiton
2010-03-31,80,PT Adaro Energy Tbk (JKSE: ADRO) agreed to acquire 25% stake in Maruwai coal project in Kalimantan from BHP Billiton Ltd. (ASX: BHP) for $350 million.
2010-04-07,16,"BHP Billiton Ltd. and BHP Billiton plc Appoints Carolyn Hewson, as Director Effective from March 31, 2010"
2010-04-21,28,"BHP Billiton Ltd. Reports Alumina Production Results for the Third Quarter and Nine Months Ended March 31, 2010"
2010-04-21,28,BHP Billiton Ltd. Reports Production Results for the Third Quarter and Year to Date Ended March 2010
2010-04-21,28,"BHP Billiton plc Reports Production Report for the Nine Months Ended March 31, 2010"
2010-04-22,25,Authorities in United States Probe BHP Billiton Ltd. over $2.5 Million Payment Related to Exploration Project in Cambodia
2010-04-26,16,"BHP Billiton Ltd. Announces Executive Changes, Effective May 19, 2010"
2010-05-03,149,"BofA Merrill Lynch, Bank of America Merrill Lynch 2010 Global Metals and Mining Conference, May 11, 2010 through May 13, 2010"
2010-05-06,51,"BHP Billiton plc Presents at Bank of America Merrill Lynch 2010 Global Metals and Mining Conference, May-11-2010 10:30 AM"
2010-05-06,51,"BHP Group Presents at Bank of America Merrill Lynch 2010 Global Metals and Mining Conference, May-11-2010 10:30 AM"
2010-05-24,3,BHP Billiton Mulls Acquisitions
2010-05-24,3,BHP Petroleum Seeks Acquisitions
2010-05-26,22,Oil and Natural Gas Corp. Ltd. in Talks with Energy Giants for Gas Block Tie-Up
2010-05-27,81,PT Adaro Energy Tbk (JKSE: ADRO) completed the acquisition of 25% stake in Maruwai coal project in Kalimantan from BHP Billiton Ltd. (ASX: BHP) for approximately $340 million.
2010-05-31,22,Indonesian Government Approves Joint Venture Between PT Adaro Energy Tbk and BHP Billiton Ltd
2010-06-01,23,BHP Billiton and Eskom Sign an Amended Agreement for the Mozal Smelter in Mozambique
2010-06-03,31,BHP Billiton Ltd. Announces Creation of Pampa Norte Division; Announces Management Appointments
2010-06-03,16,BHP Billiton Ltd. Announces Creation of Pampa Norte Division; Announces Management Appointments
2010-06-09,28,"BHP Billiton Ltd. Reports Earnings Results for the Year Ended June 30, 2009"
2010-06-17,62,"BHP Group, Annual General Meeting, Oct 21, 2010"
2010-06-17,62,"BHP Billiton Ltd., Annual General Meeting, Nov 16, 2010"
2010-06-17,62,"BHP Billiton plc, Annual General Meeting, Oct 21, 2010"
2010-06-21,23,Rio Tinto plc and BHP Billiton Ltd. Enter into Royalty Deal with Western Australian Government
2010-06-22,65,Alinta Reportedly Receives Preliminary Bids
2010-07-21,28,"BHP Billiton plc Reports Production Results for the Fourth Quarter and Full Year Ended June 30, 2010"
2010-07-21,28,BHP Billiton Ltd. Announces Production Results for the Quarter Ended June 2010
2010-08-05,51,"BHP Billiton Ltd. Presents at SA Investor to Corporate Conference 2010, Oct-25-2010"
2010-08-05,149,"BofA Merrill Lynch, SA Investor to Corporate Conference 2010, Oct-25-2010 through Oct-29-2010"
2010-08-11,31,BHP Billiton Ltd Chooses Port of Vancouver USA as the Site for New Potash Export Facility
2010-08-17,80,"BHP Billiton plc (LSE: BLT) made an offer to acquire Potash Corp. of Saskatchewan, Inc. (NYSE: POT) for $38.6 billion."
2010-08-17,80,"BHP Billiton plc (LSE: BLT) made an offer to acquire Potash Corp. of Saskatchewan, Inc. (NYSE: POT) for $38.6 billion."
2010-08-25,48,"BHP Group, 2010 Earnings Call, Aug 25, 2010"
2010-08-25,48,"BHP Billiton plc, 2010 Earnings Call, Aug 25, 2010"
2010-08-26,3,BHP Billiton Eyeing Acquisitions
2010-08-27,149,"Coaltrans Conferences Limited, the Coaltrans Amsterdam World Coal Conference 2010, Oct-17-2010 through Oct-19-2010"
2010-08-27,51,"BHP Billiton Ltd. Presents at The Coaltrans Amsterdam World Coal Conference 2010, Oct-18-2010 09:00 AM"
2010-08-27,51,"BHP Billiton Ltd. Presents at The Coaltrans Amsterdam World Coal Conference 2010, Oct-18-2010 09:00 AM"
2010-08-27,51,"BHP Billiton Ltd. Presents at The Coaltrans Amsterdam World Coal Conference 2010, Oct-18-2010 09:00 AM"
2010-08-27,51,"BHP Billiton Ltd. Presents at The Coaltrans Amsterdam World Coal Conference 2010, Oct-18-2010 09:00 AM"
2010-08-27,149,"Coaltrans Conferences Limited, the Coaltrans Amsterdam World Coal Conference 2010, Oct-17-2010 through Oct-19-2010"
2010-08-29,1,BHP Could Sell Some Potash Corp Assets
2010-08-29,65,"Sinochem, Sinofert May Bid For Potash Corp"
2010-08-30,1,BHP Billiton Denies Speculations Of Plans To Sell Potash Corp’s Assets If It Wins The Bid
2010-09-02,65,Anadarko Rises On Possible Takeover Interest From BHP
2010-09-13,65,Drummond Hopes To Receive Offers For Colombian Operations
2010-09-18,3,BHP’s Oil And Gas Unit Seeks Acquisitions
2010-09-22,28,BHP Billiton plc Announces Earnings Results for the Fiscal Year 2010
2010-09-22,31,BHP Billiton Ltd. Selects Washington Site for Potash Export Center
2010-09-22,77,BHP Billiton Ltd. and BHP Billiton plc Proposes Amendments to Articles of Association
2010-09-22,25,Potash Files Complaint Against BHP Billiton Ltd
2010-09-22,50,BHP Billiton plc - Shareholder/Analyst Call
2010-09-22,50,BHP Group - Shareholder/Analyst Call
2010-09-24,22,"BHP Billiton Ltd. to Develop $1.5 Billion Macedon Gas Field at Exmouth, Western Australia in Joint Venture with Apache Northwest"
2010-09-24,31,BHP Billiton Ltd. to Develop the Macedon Gas Field
2010-09-27,25,Chicago Judge Rules Against BHP Billiton Ltd.'s Hostile Bid for Potash Corp
2010-10-01,25,BHP Billiton Ltd. Asks U.S. Court to Throw Out Lawsuit against the Company
2010-10-06,149,"BMO Capital Markets Corp., BMO Capital Markets' 2011 Global Metals & Mining Conference, Feb 27, 2011 through Mar 02, 2011"
2010-10-11,28,"BHP Billiton Ltd. Announces Earnings Results for the Year Ended June 30, 2010"
2010-10-13,149,"Jefferies & Company, Inc., Jefferies Global Energy Conference, Dec 01, 2010 through Dec 02, 2010"
2010-10-14,55,"BHP Billiton Ltd. to Report First Half, 2011 Results on Feb 16, 2011"
2010-10-14,140,"BHP Billiton Group to Report Q3, 2011  Sales/Trading Statement Results on Apr 20, 2011"
2010-10-14,140,"BHP Group to Report Q3, 2011 Sales/Trading Statement Results on Apr 20, 2011"
2010-10-14,140,"BHP Group to Report Q3, 2011 Sales/Trading Statement Results on Apr 20, 2011"
2010-10-14,55,"BHP Billiton Ltd. to Report Fiscal Year 2011 Results on Aug 24, 2011"
2010-10-14,219,"BHP Group to Report Q4, 2011 Operating Results on Jul 20, 2011"
2010-10-14,219,"BHP Billiton Group to Report Q4, 2011  Sales/Trading Statement Results on Jul 20, 2011"
2010-10-14,219,"BHP Group to Report Q4, 2011 Operating Results on Jul 20, 2011"
2010-10-14,219,"BHP Group to Report Q4, 2011 Operating Results on Jul 20, 2011"
2010-10-14,219,"BHP Billiton Group to Report Q4, 2011  Sales/Trading Statement Results on Jul 20, 2011"
2010-10-14,219,"BHP Group to Report Q4, 2011 Operating Results on Jul 20, 2011"
2010-10-14,140,"BHP Billiton Group to Report Q1, 2011  Sales/Trading Statement Results on Oct 20, 2010"
2010-10-14,140,"BHP Group to Report Q1, 2011 Sales/Trading Statement Results on Oct 20, 2010"
2010-10-14,140,"BHP Group to Report Q1, 2011 Sales/Trading Statement Results on Oct 20, 2010"
2010-10-14,140,"BHP Billiton Group to Report Q3, 2011  Sales/Trading Statement Results on Apr 20, 2011"
2010-10-14,140,"BHP Group to Report Q3, 2011 Sales/Trading Statement Results on Apr 20, 2011"
2010-10-14,140,"BHP Group to Report Q3, 2011 Sales/Trading Statement Results on Apr 20, 2011"
2010-10-14,140,"BHP Billiton Group to Report Q2, 2011  Sales/Trading Statement Results on Jan 19, 2011"
2010-10-14,140,"BHP Group to Report Q2, 2010 Sales/Trading Statement Results on Jan 19, 2011"
2010-10-14,140,"BHP Group to Report Q2, 2011 Sales/Trading Statement Results on Jan 19, 2011"
2010-10-14,140,"BHP Group to Report Q2, 2011 Sales/Trading Statement Results on Jan 19, 2011"
2010-10-14,140,"BHP Billiton Group to Report Q2, 2011  Sales/Trading Statement Results on Jan 19, 2011"
2010-10-14,140,"BHP Group to Report Q2, 2010 Sales/Trading Statement Results on Jan 19, 2011"
2010-10-14,140,"BHP Group to Report Q2, 2011 Sales/Trading Statement Results on Jan 19, 2011"
2010-10-14,140,"BHP Group to Report Q2, 2011 Sales/Trading Statement Results on Jan 19, 2011"
2010-10-14,140,"BHP Billiton Group to Report Q2, 2011  Sales/Trading Statement Results on Jan 19, 2011"
2010-10-14,140,"BHP Group to Report Q2, 2010 Sales/Trading Statement Results on Jan 19, 2011"
2010-10-14,140,"BHP Group to Report Q2, 2011 Sales/Trading Statement Results on Jan 19, 2011"
2010-10-14,140,"BHP Group to Report Q2, 2011 Sales/Trading Statement Results on Jan 19, 2011"
2010-10-14,140,"BHP Billiton Group to Report Q1, 2011  Sales/Trading Statement Results on Oct 20, 2010"
2010-10-14,140,"BHP Group to Report Q1, 2011 Sales/Trading Statement Results on Oct 20, 2010"
2010-10-14,140,"BHP Group to Report Q1, 2011 Sales/Trading Statement Results on Oct 20, 2010"
2010-10-17,22,Rio Tinto Ltd. and BHP Billiton Ltd. Call Off Iron Ore Joint Venture in the Pilbara in Western Australia
2010-10-20,28,"Bhp Billiton plc Reports Production Results for the Quarter Ended September 30, 2010"
2010-10-22,232,BHP Billiton plc announces an Equity Buyback
2010-10-22,232,"BHP Group (ASX:BHP) announces an Equity Buyback for 223,112,120 shares, representing 10% of its issued share capital."
2010-10-22,232,BHP Billiton plc announces an Equity Buyback
2010-10-22,232,"BHP Group (ASX:BHP) announces an Equity Buyback for 223,112,120 shares, representing 10% of its issued share capital."
2010-10-26,23,BHP Billiton Ltd and Rio Tinto Terminates the Iron Ore Production Joint Venture
2010-10-26,23,BHP Billiton Ltd and Rio Tinto Terminates the Iron Ore Production Joint Venture
2010-10-26,23,BHP Billiton Ltd and Rio Tinto Terminates the Iron Ore Production Joint Venture
2010-10-26,23,BHP Billiton Ltd and Rio Tinto Terminates the Iron Ore Production Joint Venture
2010-10-30,55,"BHP Billiton plc to Report First Half, 2011 Results on Feb 16, 2011"
