announcedate,keydeveventtypeid,headline
2018-04-19,226,"BHP Billiton plc Reports Production Results for the Third Quarter and Capital Expenditure and Production Results for the Nine Months Ended March 31, 2018; Revises Production Guidance and Reaffirms Petroleum Capital Expenditure for the Year 2018"
2018-04-19,28,"BHP Billiton plc Reports Production Results for the Third Quarter and Capital Expenditure and Production Results for the Nine Months Ended March 31, 2018; Revises Production Guidance and Reaffirms Petroleum Capital Expenditure for the Year 2018"
2018-04-19,51,"BHP Billiton Limited Presents at Macquarie Global Metals, Mining and Materials Conference, Jun-04-2018"
2018-04-19,29,"BHP Billiton Limited Reports Production Results for the Third Quarter and Nine Months Ended March 31, 2018; Provides Production Guidance for the Year 2018"
2018-04-19,29,"BHP Billiton plc Reports Production Results for the Third Quarter and Capital Expenditure and Production Results for the Nine Months Ended March 31, 2018; Revises Production Guidance and Reaffirms Petroleum Capital Expenditure for the Year 2018"
2018-04-19,29,"BHP Billiton plc Reports Production Results for the Third Quarter and Capital Expenditure and Production Results for the Nine Months Ended March 31, 2018; Revises Production Guidance and Reaffirms Petroleum Capital Expenditure for the Year 2018"
2018-04-19,65,BHP Eyes US Shale Assets Exit by Year-End
2018-04-19,65,BHP Updates On Sake Of US Shale Assets
2018-04-19,65,BHP Updates On Sake Of US Shale Assets
2018-04-19,65,BHP Eyes US Shale Assets Exit by Year-End
2018-04-19,65,BHP Updates On Sake Of US Shale Assets
2018-04-19,65,BHP Updates On Sake Of US Shale Assets
2018-04-19,80,BHP Billiton Limited (ASX:BHP) acquired 33.33% stake in Samurai Prospect in Green Canyon Blocks 432 and 476 from Samson Offshore Company.
2018-04-20,1,BHP Updates On Sake Of US Shale Assets
2018-04-20,1,BHP Eyes US Shale Assets Exit by Year-End
2018-04-20,1,BHP Updates On Sake Of US Shale Assets
2018-04-28,51,"BHP Billiton Petroleum Presents at Offshore Technology Conference, May-03-2018 09:30 AM"
2018-05-03,65,BP Reportedly Considering To Acquire BHP's ENergy Assets
2018-05-09,149,"Barclays Capital PLC, Barclays CEO Energy-Power Conference, Sep 04, 2018 through Sep 06, 2018"
2018-05-14,65,BHP Reportedly Seeks Sale Of US Shale Operations
2018-05-15,51,"BHP Group Presents at Bank of America Merrill Lynch 35th Annual Global Mining Metals & Steel Conference, May-15-2018 09:00 AM"
2018-05-15,51,"BHP Billiton plc Presents at Bank of America Merrill Lynch 35th Annual Global Mining Metals & Steel Conference, May-15-2018 09:00 AM"
2018-05-21,51,"BHP Group Presents at Markets Forum 2018, May-24-2018 09:25 AM"
2018-05-21,51,"BHP Presents at Markets Forum 2018, May-24-2018 09:25 AM"
2018-05-21,51,"BHP Group Presents at Markets Forum 2018, May-24-2018 09:25 AM"
2018-05-21,51,"BHP Group Presents at Markets Forum 2018, May-24-2018 09:25 AM"
2018-05-21,51,"BHP Group Presents at Markets Forum 2018, May-24-2018 09:25 AM"
2018-05-21,51,"BHP Presents at Markets Forum 2018, May-24-2018 09:25 AM"
2018-05-22,144,"BHP Billiton Limited expected to report Q3 2018 results on May 28, 2018."
2018-05-22,65,Vale Denies Talks To Buy Samarco Stake
2018-05-25,149,"Credit Suisse Group AG, Credit Suisse Global Steel and Mining Conference 2018, Sep 10, 2018 through Sep 11, 2018"
2018-05-25,149,"Credit Suisse Group AG, Credit Suisse 2018 Global Steel and Mining Conference, Sep 10, 2018 through Sep 11, 2018"
2018-06-04,65,BHP Process To Unload US Shale Operations Reportedly Could Take Until 2019
2018-06-04,65,BHP Process To Unload US Shale Operations Reportedly Could Take Until 2019
2018-06-04,65,BHP Process To Unload US Shale Operations Reportedly Could Take Until 2019
2018-06-04,65,BHP Process To Unload US Shale Operations Reportedly Could Take Until 2019
2018-06-05,51,"BHP Billiton Limited Presents at 2nd Annual Chilean Energy & Infrastructure Finance Forum, Jun-05-2018 04:45 PM"
2018-06-10,1,BHP Seeks Sale Of Nickel West
2018-06-14,157,Elliott Associates Provides Information to Shareholder of BHP Group
2018-06-14,157,Elliott Management Provides Information to Shareholder of BHP Group
2018-06-14,157,Elliott Associates Provides Information to Shareholder of BHP Group
2018-06-14,31,"BHP Billiton Approves USD 2.9 Billion in Capital Expenditure for the South Flank Project in the Central Pilbara, Western Australia"
2018-06-14,157,Elliott Management Provides Information to Shareholder of BHP Group
2018-06-19,80,EMR Capital Pty Ltd entered into an agreement to acquire Compania Minera Cerro Colorado Limitada from BHP Billiton plc (LSE:BLT) for $280 million.
2018-06-19,80,EMR Capital Pty Ltd entered into an agreement to acquire Compania Minera Cerro Colorado Limitada from BHP Billiton plc (LSE:BLT) for $280 million.
2018-06-19,80,EMR Capital Pty Ltd entered into an agreement to acquire Compania Minera Cerro Colorado Limitada from BHP Billiton Group for $280 million.
2018-06-19,80,EMR Capital Pty Ltd entered into an agreement to acquire Compania Minera Cerro Colorado Limitada from BHP Billiton plc (LSE:BLT) for $280 million.
2018-06-19,80,EMR Capital Pty Ltd entered into an agreement to acquire Compania Minera Cerro Colorado Limitada from BHP Billiton plc (LSE:BLT) for $280 million.
2018-06-19,80,EMR Capital Pty Ltd entered into an agreement to acquire Compania Minera Cerro Colorado Limitada from BHP Billiton plc (LSE:BLT) for $280 million.
2018-06-19,80,EMR Capital Pty Ltd entered into an agreement to acquire Compania Minera Cerro Colorado Limitada from BHP Group (ASX:BHP) for $280 million.
2018-06-27,149,"Worldwide Business Research USA, LLC, ProcureCon Asia 2018, Jul 10, 2018 through Jul 12, 2018"
2018-07-05,149,"S&P Global Platts Inc., Inaugural Digital Commodities Summit Asia, Jul 12, 2018"
2018-07-05,51,"BHP Presents at Inaugural Digital Commodities Summit Asia, Jul-12-2018 03:00 PM"
2018-07-05,51,"BHP Group Presents at Inaugural Digital Commodities Summit Asia, Jul-12-2018 03:00 PM"
2018-07-05,51,"BHP Group Presents at Inaugural Digital Commodities Summit Asia, Jul-12-2018 03:00 PM"
2018-07-05,51,"BHP Presents at Inaugural Digital Commodities Summit Asia, Jul-12-2018 03:00 PM"
2018-07-05,51,"BHP Group Presents at Inaugural Digital Commodities Summit Asia, Jul-12-2018 03:00 PM"
2018-07-05,51,"BHP Group Presents at Inaugural Digital Commodities Summit Asia, Jul-12-2018 03:00 PM"
2018-07-06,149,"Marine Money Asia Pte. Ltd., 17th Annual Marine Money Week Asia, Sep 18, 2018 through Sep 19, 2018"
2018-07-06,149,"Marine Money Asia Pte. Ltd., Standard Chartered Bank, KMARIN & KOTAM, ICBC Financial Leasing Co., Ltd., 17th Annual Marine Money Week Asia, Sep 18, 2018 through Sep 19, 2018"
2018-07-07,65,BP Reportedly Mulls Acquisitions Of BHP's U.S. Onshore Shale Assets
2018-07-07,65,BP Reportedly Mulls Acquisitions Of BHP's U.S. Onshore Shale Assets
2018-07-07,65,BP Reportedly Mulls Acquisitions Of BHP's U.S. Onshore Shale Assets
2018-07-07,65,BP Reportedly Mulls Acquisitions Of BHP's U.S. Onshore Shale Assets
2018-07-09,51,"BHP Group Presents at ProcureCon Asia 2018, Jul-11-2018 01:40 PM"
2018-07-09,51,"BHP Group Presents at ProcureCon Asia 2018, Jul-11-2018 01:40 PM"
2018-07-09,219,"BHP Billiton plc to Report First Half, 2019 Operating Results on Jan 22, 2019"
2018-07-09,219,"BHP Group to Report First Half, 2019 Operating Results on Jan 22, 2019"
2018-07-09,51,"BHP Billiton Presents at Global Liner Shipping Asia Conference, Sep-24-2018 10:00 AM"
2018-07-09,51,"BHP Billiton Presents at Global Liner Shipping Asia Conference, Sep-24-2018 10:00 AM"
2018-07-09,51,"BHP Billiton Presents at Global Liner Shipping Asia Conference, Sep-24-2018 10:00 AM"
2018-07-09,51,"BHP Billiton Presents at Global Liner Shipping Asia Conference, Sep-24-2018 10:00 AM"
2018-07-09,149,"KNect365 US, Inc., Global Liner Shipping Asia Conference, Sep 24, 2018 through Sep 26, 2018"
2018-07-09,149,"KNect365 US, Inc., Global Liner Shipping Asia Conference, Sep 24, 2018 through Sep 26, 2018"
2018-07-09,51,"BHP Presents at ProcureCon Asia 2018, Jul-11-2018 01:40 PM"
2018-07-09,219,"BHP Group to Report Nine Months, 2019 Operating Results on Apr 17, 2019"
2018-07-09,149,"KNect365 US, Inc., Global Liner Shipping Asia Conference, Sep 24, 2018 through Sep 26, 2018"
2018-07-09,149,"KNect365 US, Inc., Global Liner Shipping Asia Conference, Sep 24, 2018 through Sep 26, 2018"
2018-07-09,219,"BHP Group to Report Fiscal Year 2019 Operating Results on Jul 17, 2019"
2018-07-09,219,"BHP Group to Report Q1, 2020 Operating Results on Oct 17, 2019"
2018-07-09,51,"BHP Presents at ProcureCon Asia 2018, Jul-11-2018 01:40 PM"
2018-07-09,51,"BHP Group Presents at ProcureCon Asia 2018, Jul-11-2018 01:40 PM"
2018-07-09,51,"BHP Group Presents at ProcureCon Asia 2018, Jul-11-2018 01:40 PM"
2018-07-13,219,"BHP Billiton Limited to Report First Half, 2019 Operating Results on Jan 22, 2019"
2018-07-13,55,"BHP Billiton plc to Report Fiscal Year 2018 Final Results on Aug 21, 2018"
2018-07-13,55,"BHP Group to Report Fiscal Year 2018 Final Results on Aug 21, 2018"
2018-07-18,29,"BHP Billiton Limited Announces Production Results for the Fourth Quarter and Year Ended June 30, 2018; Provided Production and Effective Tax Rate Guidance for the Year 2019"
2018-07-18,226,"BHP Billiton Limited Announces Production Results for the Fourth Quarter and Year Ended June 30, 2018; Provided Production and Effective Tax Rate Guidance for the Year 2019"
2018-07-18,29,"BHP Billiton plc Reports Production Results for the Fourth Quarter and Year Ended June 30, 2018; Provides Production Guidance for the Fiscal Year 2019"
2018-07-18,226,"BHP Billiton plc Reports Production Results for the Fourth Quarter and Year Ended June 30, 2018; Provides Production Guidance for the Fiscal Year 2019"
2018-07-19,65,BHP To Wrap Up Shale Sale By Year's End
2018-07-19,149,"Diggers and Dealers, Diggers & Dealers Mining Forum 2018, Aug 06, 2018 through Aug 08, 2018"
2018-07-23,25,BHP to Defend Samarco Class Action
2018-07-27,80,BP American Production Company entered into an agreement to acquire Petrohawk Energy Corporation from BHP Billiton Petroleum (North America) Inc. for $10.5 billion.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,BP American Production Company entered into an agreement to acquire Petrohawk Energy Corporation from Bhp Billiton Petroleum (north America) Inc. for $10.5 billion.
2018-07-27,80,BP American Production Company entered into an agreement to acquire Petrohawk Energy Corporation from BHP Billiton Petroleum (North America) Inc. for $10.5 billion.
2018-07-27,80,BP American Production Company entered into an agreement to acquire Petrohawk Energy Corporation from Bhp Billiton Petroleum (north America) Inc. for $10.5 billion.
2018-07-27,80,BP American Production Company entered into an agreement to acquire Petrohawk Energy Corporation from BHP Billiton Petroleum (North America) Inc. for $10.5 billion.
2018-07-27,80,BP American Production Company entered into an agreement to acquire Petrohawk Energy Corporation from Bhp Billiton Petroleum (north America) Inc. for $10.5 billion.
2018-07-27,80,BP American Production Company entered into an agreement to acquire Petrohawk Energy Corporation from BHP Billiton Limited (ASX:BHP) for $10.5 billion.
2018-07-27,80,BP American Production Company entered into an agreement to acquire Petrohawk Energy Corporation from BHP Billiton Petroleum (North America) Inc. for $10.5 billion.
2018-07-27,80,BP American Production Company entered into an agreement to acquire Petrohawk Energy Corporation from BHP Billiton Petroleum (North America) Inc. for $10.5 billion.
2018-07-27,80,BP American Production Company entered into an agreement to acquire Petrohawk Energy Corporation from BHP Billiton Petroleum (North America) Inc. for $10.5 billion.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-07-27,80,MMGJ Hugoton III LLC entered into an agreement to acquire BHP Billiton Petroleum (Arkansas) Inc. and BHP Billiton Petroleum (Fayetteville) LLC from BHP Billiton Limited (ASX:BHP) for $300 million.
2018-08-06,62,"BHP Group, Annual General Meeting, Oct 17, 2018"
2018-08-06,62,"BHP Billiton Limited, Annual General Meeting, Nov 08, 2018"
2018-08-06,62,"BHP Billiton plc, Annual General Meeting, Oct 17, 2018"
2018-08-07,51,"BHP Nickel West Presents at Diggers & Dealers Mining Forum 2018, Aug-06-2018 04:10 PM"
2018-08-07,41,BHP Nickel West Plans to Build Three New Mines in the Northern Goldfields over the Next Two Years
2018-08-10,25,BHP Billiton Limited and BHP Billiton Plc. Reaches an Agreement to Settle the Class Action Complaint Filed in the US District Court of the Southern District of New York
2018-08-14,55,"BHP Billiton Limited to Report Fiscal Year 2018 Results on Aug 21, 2018"
2018-08-16,48,"BHP Group, 2018 Earnings Call, Aug 21, 2018"
2018-08-16,48,"BHP Billiton plc, BHP Billiton Limited, 2018 Earnings Call, Aug 21, 2018"
2018-08-16,48,"BHP Group, 2018 Earnings Call, Aug 21, 2018"
2018-08-16,48,"BHP Billiton plc, BHP Billiton Limited, 2018 Earnings Call, Aug 21, 2018"
2018-08-20,29,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,29,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,29,"BHP Billiton Limited Reports Unaudited Consolidated Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,29,"BHP Billiton Limited Announces Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Production Guidance for the Year 2019; Provides Earnings Guidance for the Year 2019 and 2020"
2018-08-20,29,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,29,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,29,"BHP Billiton Limited Reports Unaudited Consolidated Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,29,"BHP Billiton Limited Announces Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Production Guidance for the Year 2019; Provides Earnings Guidance for the Year 2019 and 2020"
2018-08-20,29,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,29,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,29,"BHP Billiton Limited Reports Unaudited Consolidated Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,29,"BHP Billiton Limited Announces Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Production Guidance for the Year 2019; Provides Earnings Guidance for the Year 2019 and 2020"
2018-08-20,29,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,29,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,29,"BHP Billiton Limited Reports Unaudited Consolidated Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,29,"BHP Billiton Limited Announces Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Production Guidance for the Year 2019; Provides Earnings Guidance for the Year 2019 and 2020"
2018-08-20,28,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,28,"BHP Billiton Limited Reports Unaudited Consolidated Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,28,"BHP Billiton Limited Announces Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Production Guidance for the Year 2019; Provides Earnings Guidance for the Year 2019 and 2020"
2018-08-20,28,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,28,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,28,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,28,"BHP Billiton Limited Announces Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Production Guidance for the Year 2019; Provides Earnings Guidance for the Year 2019 and 2020"
2018-08-20,28,"BHP Billiton Limited Reports Unaudited Consolidated Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,28,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,28,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,28,"BHP Billiton Limited Announces Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Production Guidance for the Year 2019; Provides Earnings Guidance for the Year 2019 and 2020"
2018-08-20,28,"BHP Billiton Limited Reports Unaudited Consolidated Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,226,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,226,"BHP Billiton Limited Reports Unaudited Consolidated Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,226,"BHP Billiton Limited Announces Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Production Guidance for the Year 2019; Provides Earnings Guidance for the Year 2019 and 2020"
2018-08-20,226,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,226,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,226,"BHP Billiton Limited Reports Unaudited Consolidated Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,226,"BHP Billiton Limited Announces Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Production Guidance for the Year 2019; Provides Earnings Guidance for the Year 2019 and 2020"
2018-08-20,226,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,226,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,226,"BHP Billiton Limited Reports Unaudited Consolidated Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,226,"BHP Billiton Limited Announces Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Production Guidance for the Year 2019; Provides Earnings Guidance for the Year 2019 and 2020"
2018-08-20,226,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,226,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,226,"BHP Billiton Limited Reports Unaudited Consolidated Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
2018-08-20,226,"BHP Billiton Limited Announces Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Production Guidance for the Year 2019; Provides Earnings Guidance for the Year 2019 and 2020"
2018-08-20,226,"BHP Billiton Limited Reports Unaudited Consolidated Earnings and Production Results for the Year Ended June 30, 2018; Provides Earnings and Production Guidance for the Fiscal Year 2019"
